label,content,source,author,time
T,#coronavirus - UK Foreign Secretary @DominicRaab confirms evacuation flight for UK nationals will leave Wuhan at 0500 local time tomorrow https://t.co/mX8oPN1xMn,https://twitter.com/stuartdhughes/status/1222869331253563392,Stuart Hughes,Thu Jan 30 13:09:03 +0000 2020
T,Coronavirus Fashion Fallout Continues https://t.co/kRxDYQ803i,https://twitter.com/Cutedamsel_t/status/1227836685351702528,Oluwatobiloba AYABA,Thu Feb 13 06:07:32 +0000 2020
T,"[5:11AM] @Austynzogs: Fire outbreak at Anu Saw mill market, Mushin #TrafficChief",https://twitter.com/TrafficChiefNG/status/1220923025236774912,#LagosTrafficReports,Sat Jan 25 04:15:07 +0000 2020
U,"Unbeknownst to Harvard University beginning in 2011, Lieber became a “Strategic Scientist” at Wuhan University of Technology (WUT) in China and was a contractual participant in China’s Thousand Talents Plan from in or about 2012 to 2017. #coronavirus https://t.co/BzShbDay90",https://twitter.com/GreatGameIndia/status/1222497175676035072,GreatGameIndia,Wed Jan 29 12:30:14 +0000 2020
U,Ok but the rat is cleaning itself better than most people do lol https://t.co/LhAPVtGxq2,https://twitter.com/ileanaperez_/status/1222376564907823108,ile,Wed Jan 29 04:30:58 +0000 2020
U,@BNODesk @Smith83K That’s a pretty high death rate versus China. Maybe they are not getting all the cases identified,https://twitter.com/Ccnn35555922/status/1233722030207488001,Ccnn,Sat Feb 29 11:53:48 +0000 2020
U,#China spurned #CDC offer to send team to help contain coronavirus: #USHealthSecretary https://t.co/3q5Z0YBpIO #FoxNews @GlobalCRL :Rejection of qualified offers of cooperation and assistance in a #GlobalEmergency appears as a selfish and arrogant mistake by #CCP. @demosisto,https://twitter.com/GiulioTerzi/status/1222265316350275584,Giulio Terzi,Tue Jan 28 21:08:54 +0000 2020
T,"Iranians licking holy shrines in religious tradition, refuse to close sites despite coronavirus outbreak https://t.co/d7BAvZasIa",https://twitter.com/eIguanac0/status/1235114296675307521,🇺🇸 𝘔𝘢𝘳𝘪𝘰 💦,Wed Mar 04 08:06:10 +0000 2020
U,".-. TRUMP IS A SELF-CONGRATULATING LIAR &amp; CHEAT With decorum that most people lack #DonaldTrump will counterattack ..he’s a man of deceit ..who will lie, brag &amp; cheat &amp; then pat himself on the back. #COVIDー19 #COVID19 #coronavirus https://t.co/7kAKXlxOsS",https://twitter.com/LimeriTweets/status/1235868852648652800,LimeriTweets (WoodyGuth3),Fri Mar 06 10:04:30 +0000 2020
U,"@omen_syria Before Castro was approached by Soviets, Cienfuegos, Castro's 3rd in command and the second most famous revolutionary in Cuba traveled through the US seeking assistance &amp; resolution, Cuba knows that a good relationship with the US would benefit them better than Russia or China",https://twitter.com/YourAnonCentral/status/1235704182067216384,anonymous,Thu Mar 05 23:10:09 +0000 2020
T,Coronavirus latest: first human transmissions reported outside China https://t.co/5avikaeA4L,https://twitter.com/ebroskie1234/status/1222231860186472448,Elaine Broskie MD--hand marked paper ballots,Tue Jan 28 18:55:58 +0000 2020
T,"#Repost | No confirmed case of coronavirus in India so far, but over 100 currently under observation Civil Aviation Ministry has initiated the thermal health screening of passengers arriving from China, where the novel virus has killed 80 people so far. https://t.co/gcLSkdyuwx",https://twitter.com/LocalPressCo/status/1221772342034075649,LocalPressCo Mumbai,Mon Jan 27 12:30:00 +0000 2020
U,men be so worried about the Coronavirus but they don’t even wash their hands after peeing..,https://twitter.com/yolldooz/status/1235708904597843968,yolli,Thu Mar 05 23:28:55 +0000 2020
U,"@DoubleBullseye1 No. The stock market is in free fall because of the amount of business we, and the rest of the world, do with China. It literally has nothing to do with Trump",https://twitter.com/notmikedamone/status/1235667883402973185,mike,Thu Mar 05 20:45:55 +0000 2020
U,Before the outbreak. I thought we had progressed in sanitation. It just makes us care disinfection more than before,https://twitter.com/osnmndertni/status/1229415013707763712,Dertni,Mon Feb 17 14:39:15 +0000 2020
T,"Japan classified the coronavirus a ‘designated infectious disease’, which would allow compulsory hospitalization and the use of public funds for treatment https://t.co/l47fNTuuxG https://t.co/s4nqt75ER5 #ENDEGO",https://twitter.com/Barbara96913515/status/1222889437597765632,Barbara Santana,Thu Jan 30 14:28:56 +0000 2020
T,@CTVVancouver Keep flying people from China and reported cases will increase,https://twitter.com/SeanKaran4/status/1229647521045241856,Sean Karan,Tue Feb 18 06:03:09 +0000 2020
U,"@Dragonxcore @ToSaveTomorrow @april_kellinger @joncoopertweets @trumplies_daily So he didn't vote against the Brady bill? So he didn't vote against CDC research? So he didn't vote against product liability for gun manufacturers? Sorry but these are the facts. His record on guns is not in line with my values. But, feel free to berate me. Totally works",https://twitter.com/soopervillain/status/1229230515158503424,The Waco Kid 🇺🇸,Mon Feb 17 02:26:07 +0000 2020
T,Sacramento County: Confirmed #coronavirus https://t.co/ccLwuRhoMo,https://twitter.com/MediaNorthlands/status/1230972113621680128,Northlands & Southlands Media (Breaking & CA News),Fri Feb 21 21:46:36 +0000 2020
T,We win in round 2 of CDC Minnesota 2-0 over @AwakenMilitia !! We will be going into the next round versus @DiamondSquadGG . Wish our boys luck as they will be fighting their way until the end! #ridethetide #oceanusgg #OCG #cod #CDL2020 https://t.co/LIG5nEdo2j,https://twitter.com/OceanusGG/status/1220834924002975745,Oceanus Gaming 🇨🇦 #OCG,Fri Jan 24 22:25:02 +0000 2020
U,California coronavirus case may be first from unknown origin - https://t.co/u17PBFgvdL https://t.co/yTbG7Ndf6E,https://twitter.com/StarAdvertiser/status/1232860418034544640,Star-Advertiser,Thu Feb 27 02:50:03 +0000 2020
T,"@FricasseeSR @LCACdriver25 @AOC But the CDC and WHO are both saying the cases of Covid-19 are much higher than are being reported. They’ve discovered that people had the virus, but the symptoms were so minor they were never diagnosed. The new percentages are just as low as the flu",https://twitter.com/billwaring/status/1235326388095324162,William Waring,Wed Mar 04 22:08:56 +0000 2020
U,This is the best example of linear #Communists thinking during an epidemic...use a moped to block the contagious spread of a virulent pathogen... 😳 https://t.co/ePqRjn35ur,https://twitter.com/TomClark62341/status/1227800279002886144,Tom 🇺🇸,Thu Feb 13 03:42:52 +0000 2020
T,"With fears over the spread of Coronavirus mounting, local assisted living facilities like Poet's Walk in Cedar Park are doubling cleaning procedures. This morning, health officials said those older than 65 are most at risk of the disease. Full story tonight at 6 on @cbsaustin. https://t.co/yW8LceBvEj",https://twitter.com/CFloresNews/status/1235297663182090245,Christian Flores,Wed Mar 04 20:14:48 +0000 2020
T,@USATODAY corona virus Alert ! Live map of corona virus tracking. Stay safe and know infected areas. check live map here https://t.co/u3pklk5L9l https://t.co/L68uWANX5l,https://twitter.com/Ayaz_US/status/1228760984078180353,Ayaz Ullah Sharif,Sat Feb 15 19:20:22 +0000 2020
U,"@TomthunkitsMind The virus survives for 9 days on surfaces. It takes 13-15 days for a package to reach the US from China, so this doesn’t appear to be a risk",https://twitter.com/BkPhilanthropy/status/1235767366551814144,Rosie is STAYING HOME,Fri Mar 06 03:21:14 +0000 2020
T,Two cases of coronavirus confirmed in metro Atlanta-Praying for the health safety of our community and our state... https://t.co/QNiAUhunYZ,https://twitter.com/intmkglady/status/1234782722255728645,Amy Woodward Parrish,Tue Mar 03 10:08:36 +0000 2020
T,BREAKING: CUNY announces student at @JohnJayCollege tested positive for #CoronaVirus today after becoming symptomatic over the weekend,https://twitter.com/kr3at/status/1237581757882322944,Coronavirus Updates - Alexander Higgins,Wed Mar 11 03:30:58 +0000 2020
U,Trump's Nationalistic Response to the Coronavirus - The Atlantic https://t.co/qwTzObmUsc,https://twitter.com/jsmudd2/status/1229847766286860290,Joseph Scott Mudd,Tue Feb 18 19:18:51 +0000 2020
T,@RahulGandhi It has been confirmed in Thailand as well.. ladyboys se bach ke rehna pappu.. varna tu corona ko apne saath India aur Italy le jaayega.,https://twitter.com/KejriTrolls/status/1223119024633995264,Fake Aurobindo Kejruddin,Fri Jan 31 05:41:14 +0000 2020
U,"@Beaking_News If we rely on ‘self-discipline’ this is what happens. First weekend and already nine breaches thanks to the Hong Kong govt who refused to shut borders with China. Now, how many more #coronavirus cases are we expecting since the quarantine order is so ‘stringent’",https://twitter.com/whitehorselance/status/1226830445062443009,Lance,Mon Feb 10 11:29:06 +0000 2020
U,@mylenejacob @SerendipityToo @PhilstarNews Do u even know d whole story pf that donation. Gordon just facilitated the shipment of face mask donation by the taiwanese manufacturer to wuhan.He promised du30 to make more for us. unluckily he ran out of raw material which is made in china. Factories r stil closed in china,https://twitter.com/alexislao11/status/1224824571695517696,Alexisleo,Tue Feb 04 22:38:28 +0000 2020
T,NSW government now telling students returning from China to stay home from school https://t.co/Ez9eZja8dt,https://twitter.com/elsekennedy/status/1222119519629348864,Else Kennedy,Tue Jan 28 11:29:34 +0000 2020
U,This demonstrates how important and powerful maps (and Geography as a whole) can be... including when used in the wrong context! 1/3 BBC News - Coronavirus: How a misleading map went global https://t.co/eQ7wAXBpip,https://twitter.com/SpatialProf/status/1230489725510746114,Andy Ford,Thu Feb 20 13:49:46 +0000 2020
U,@gmanews @AFP @WHO Wuhan is under a cloud of S02 caused by MASS cremations. @hrw @UNHumanRights China is not being truthful about of deaths. @CDCgov #CoronaVirus Mass Death is coming to America Rise in sulfur dioxide could be sign of mass ... | Taiwan News https://t.co/1TPEA0dKdu,https://twitter.com/MichiganWolv101/status/1227468079166300161,Seriously,Wed Feb 12 05:42:49 +0000 2020
T,"Please go buy a ‘3M’ N95, N100, or P100 mask today! The coronavirus is likely transmitted via air particles and breathed into lungs. The only possible cure is being proactive. #wuhan #wuhanvirus #coronavirus #WHO #pandemic #globalpandemic #virusoutbreak #besafe #praying https://t.co/Ka6PneXTta",https://twitter.com/IAMIRONMAN7/status/1221181509022830592,I AM IRON MAN,Sat Jan 25 21:22:14 +0000 2020
T,"Numbers of nCOV casualties are on rapid rise. Philippine government, do your thing! Impose restrictions now on those who come from the land of the virus’ origin—i.e. Wuhan, China. Meanwhile, China be proactive. https://t.co/p4ToMRSj5M",https://twitter.com/albertoliam_/status/1220067371794059269,Liam Alberto | ᜎ̌ᜌᜋ᜔ ᜀᜎ᜔ᜊ̊ᜇ᜔ᜆ̥,Wed Jan 22 19:35:03 +0000 2020
U,Coronavirus Latest: Virus May Be ‘Disease X’ - Bloomberg https://t.co/tJNAMJFeiS,https://twitter.com/Right2Liberty/status/1231292834088505344,Right2Liberty🐾🇺🇸,Sat Feb 22 19:01:02 +0000 2020
U,Coronavirus in Wales: Questions and answers https://t.co/Vxls491DVs,https://twitter.com/Sheeraz037/status/1234038301285330944,Rozina,Sun Mar 01 08:50:33 +0000 2020
T,"First US case of coronavirus reported in Washington state, CDC says https://t.co/HZRV4CSN6X",https://twitter.com/DOCisChief/status/1219876426071052289,Put Vines In The Smithsonian,Wed Jan 22 06:56:18 +0000 2020
U,"As the world grapples with the epidemic of the 2019 novel Coronavirus, the government still remains tight lipped on whether or not it will evacuate Kenyans living in China, particularly Wuhan province. #NTVWeekendEdition @apollosilas https://t.co/FuKyfdpCst",https://twitter.com/ntvkenya/status/1223672369979576320,NTV Kenya,Sat Feb 01 18:20:02 +0000 2020
T,British ports seeking funds to fight coronavirus spread https://t.co/yqEhUGbPTA https://t.co/frJazkvEXG,https://twitter.com/iblogmusik/status/1235127483730661376,Iblogmusik,Wed Mar 04 08:58:34 +0000 2020
T,From Discover on Google https://t.co/PFnBtourf1,https://twitter.com/LauraPhillips25/status/1220481931839713282,Lauralye,Thu Jan 23 23:02:22 +0000 2020
T,More than 900 dead in China from coronavirus outbreak: WHO chief Ghebreyesus notes 'concerning instances' of infection among people who have not travelled to China. https://t.co/9Lb7KYYfBO,https://twitter.com/ultrascanhumint/status/1226685098059190272,Ultrascan HUMINT,Mon Feb 10 01:51:32 +0000 2020
T,"The corona virus outbreak isn't an excuse to be racist. #JeNeSuisPasUnVirus #ImNotAVirus #Coronavirus #COVID19 ""Fear of China hampers fight against corona"" https://t.co/744NLPnqs9",https://twitter.com/Lawrenc92872106/status/1229315876513447936,Lawrence,Mon Feb 17 08:05:19 +0000 2020
U,New post (SciFriday: Coronavirus Numbers Don’t Add Up) has been published on Flat Earth Bible - Biblical Cosmology - Defending Genesis 1 - https://t.co/F8FgOQj70t,https://twitter.com/FlatEarthBible/status/1230795797672943623,Rob Cookson,Fri Feb 21 10:05:59 +0000 2020
T,"7,000 people held on cruise ship in Italy over possible coronavirus case https://t.co/N1d0tuREc4",https://twitter.com/fox5dc/status/1222950102152572928,FOX 5 DC,Thu Jan 30 18:30:00 +0000 2020
T,Nobody is taking any chances in China! #coronavirus https://t.co/hA6R6DtmZ3,https://twitter.com/bobpitt4/status/1226989555171102720,🇬🇧🇦🇺🇳🇿🇺🇲🇨🇦🇮🇱🇮🇳 Agnostic Christian,Mon Feb 10 22:01:20 +0000 2020
U,"@cindywei2017 The Communist Party of China often uses lie to cover up the facts, fearing to be exposed to the truth, harming itself and harming the world again and again,Neither the enemy nor friends will forgive them!#antichinazi #FightForFreedomStandWithHongKong #5DemandsNot1Less",https://twitter.com/LiloDuckDuck/status/1231890293605011456,LiloDuck,Mon Feb 24 10:35:08 +0000 2020
U,"@GOPChairwoman @realDonaldTrump HAHAHAHAHAHAHA, Romney. Did you hear Tom Cotton and his weaponized corona virus update? And your pimp says the heat kills it. How's all that election fraud going for you? After @MarshaBlackburn's No on security, what's her reward? We already know what Lisa's was. GOP Corrupt",https://twitter.com/DutchSellars/status/1229133350033555456,Dutch Sellars,Sun Feb 16 20:00:01 +0000 2020
U,US plans to evacuate citizens from stricken Chinese city https://t.co/VmyDYrKFu7,https://twitter.com/EmergMgt/status/1221178107924754444,Emergency Management,Sat Jan 25 21:08:43 +0000 2020
T,Stocks gain as data shows lower new coronavirus cases https://t.co/WRn0DwWpSg,https://twitter.com/gbeducity_com/status/1227835799456141314,GBEDUCITY,Thu Feb 13 06:04:01 +0000 2020
T,Also 2 presumptive positive test results in Florida and I think one in NYC... Why why why..I have so many travel plans and this shit is getting scary https://t.co/blb4FeRUtW,https://twitter.com/supergirlstorm/status/1234377629052129280,🎭Seductive Storm VIP BBW ATL & CHI,Mon Mar 02 07:18:55 +0000 2020
